User_ID,Product_ID,Gender,Age_Group,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase_Amount
1000083,P00183442,F,26-35,2,C,1,Single,1,79.96
1000083,P00199442,F,26-35,2,C,1,Single,5,68.89
1000083,P00054542,F,26-35,2,C,1,Single,1,117.30
1000084,P00034742,M,18-25,4,C,1,Single,5,53.15
1000084,P00042242,M,18-25,4,C,1,Single,5,34.97
1000084,P00277442,M,18-25,4,C,1,Single,1,118.96
1000084,P00163142,M,18-25,4,C,1,Single,6,205.95
1000085,P00027142,M,18-25,4,C,1,Single,8,59.86
1000086,P00145042,F,0-17,10,C,3,Single,1,192.83
1000086,P00053942,F,0-17,10,C,3,Single,1,194.42
1000087,P00173342,M,26-35,14,C,2,Single,1,41.21
1000087,P00233342,M,26-35,14,C,2,Single,1,38.47
1000087,P00036842,M,26-35,14,C,2,Single,1,45.28
1000088,P00010842,F,46-50,1,C,1,Married,8,100.22
1000088,P00120242,F,46-50,1,C,1,Married,8,78.09
1000088,P00313342,F,46-50,1,C,1,Married,5,70.19
1000089,P00223942,F,55+,9,C,1,Married,5,88.04
1000089,P00362342,F,55+,9,C,1,Married,5,17.47
1000090,P00027542,M,55+,13,C,1,Single,8,61.22
1000090,P00051442,M,55+,13,C,1,Single,8,78.24
1000090,P00234842,M,55+,13,C,1,Single,5,87.14
1000090,P00029242,M,55+,13,C,1,Single,8,77.86
1000090,P0097842,M,55+,13,C,1,Single,5,69.75
1000090,P00160942,M,55+,13,C,1,Single,1,154.33
1000090,P00136542,M,55+,13,C,1,Single,5,36.67
1000090,P00223242,M,55+,13,C,1,Single,5,53.54
1000090,P00127942,M,55+,13,C,1,Single,1,116.05
1000090,P00248542,M,55+,13,C,1,Single,8,60.78
1000090,P00145842,M,55+,13,C,1,Single,4,14.63
1000090,P00214342,M,55+,13,C,1,Single,5,20.10
1000090,P00161542,M,55+,13,C,1,Single,2,100.09
1000090,P00001942,M,55+,13,C,1,Single,5,71.78
1000091,P00010842,M,36-45,7,C,3,Married,8,60.13
1000091,P00220442,M,36-45,7,C,3,Married,5,88.58
1000091,P00278642,M,36-45,7,C,3,Married,5,52.52
1000091,P00138542,M,36-45,7,C,3,Married,5,87.71
1000092,P00317942,F,18-25,4,B,1,Single,8,78.84
1000092,P00190042,F,18-25,4,B,1,Single,3,134.00
1000092,P00328042,F,18-25,4,B,1,Single,8,22.33
1000092,P00370242,F,18-25,4,B,1,Single,5,35.45
1000092,P00340642,F,18-25,4,B,1,Single,5,18.68
1000092,P00358242,F,18-25,4,B,1,Single,8,59.16
1000092,P0096542,F,18-25,4,B,1,Single,3,57.80
1000092,P0096942,F,18-25,4,B,1,Single,3,57.55
1000092,P00074142,F,18-25,4,B,1,Single,3,31.26
1000092,P00273442,F,18-25,4,B,1,Single,12,13.87
1000092,P00270042,F,18-25,4,B,1,Single,8,21.14
1000092,P00255842,F,18-25,4,B,1,Single,16,164.16
1000092,P00223842,F,18-25,4,B,1,Single,2,34.60
1000092,P00014842,F,18-25,4,B,1,Single,1,114.49
1000092,P00274342,F,18-25,4,B,1,Single,2,64.34
1000093,P00199442,M,26-35,17,B,1,Married,5,70.38
1000093,P00216342,M,26-35,17,B,1,Married,3,110.31
1000093,P00070542,M,26-35,17,B,1,Married,3,132.93
1000093,P00112542,M,26-35,17,B,1,Married,1,158.95
1000093,P00346142,M,26-35,17,B,1,Married,1,192.47
1000093,P00208742,M,26-35,17,B,1,Married,1,80.58
1000093,P00248942,M,26-35,17,B,1,Married,1,117.54
1000093,P00351142,M,26-35,17,B,1,Married,1,120.37
1000093,P00304442,M,26-35,17,B,1,Married,1,154.79
1000093,P00014042,M,26-35,17,B,1,Married,1,78.36
1000093,P00028442,M,26-35,17,B,1,Married,1,159.01
1000093,P00155442,M,26-35,17,B,1,Married,1,115.33
1000093,P00133442,M,26-35,17,B,1,Married,1,116.01
1000093,P00159842,M,26-35,17,B,1,Married,1,42.51
1000093,P00019942,M,26-35,17,B,1,Married,1,82.89
1000093,P00366542,M,26-35,17,B,1,Married,5,36.12
1000094,P00117042,M,26-35,17,C,1,Single,1,154.82
1000095,P00141942,M,46-50,0,C,4+,Married,5,37.46
1000095,P00003642,M,46-50,0,C,4+,Married,8,78.57
1000096,P00117942,F,26-35,16,C,2,Married,5,71.93
1000096,P00001742,F,26-35,16,C,2,Married,8,58.57
1000097,P00209842,F,36-45,3,C,3,Single,5,70.40
1000097,P00293742,F,36-45,3,C,3,Single,8,79.76
1000097,P00315442,F,36-45,3,C,3,Single,1,116.70
1000097,P00297642,F,36-45,3,C,3,Single,8,61.50
1000097,P00088542,F,36-45,3,C,3,Single,5,69.64
1000097,P00089042,F,36-45,3,C,3,Single,13,9.40
1000097,P00175742,F,36-45,3,C,3,Single,8,99.56
1000097,P00115942,F,36-45,3,C,3,Single,8,77.73
1000099,P00317842,F,0-17,10,C,1,Single,8,59.35
1000099,P00334242,F,0-17,10,C,1,Single,1,189.82
1000099,P00035542,F,0-17,10,C,1,Single,3,107.69
1000099,P00129542,F,0-17,10,C,1,Single,8,78.21
1000099,P00234842,F,0-17,10,C,1,Single,5,20.07
1000100,P00057942,M,36-45,17,C,4+,Single,1,116.12
1000100,P00037142,M,36-45,17,C,4+,Single,1,78.24
1000100,P00059442,M,36-45,17,C,4+,Single,6,124.86
1000101,P00278042,F,18-25,3,A,1,Single,1,194.64
1000101,P00154042,F,18-25,3,A,1,Single,1,190.27
1000101,P00014042,F,18-25,3,A,1,Single,1,193.94
1000101,P00262242,F,18-25,3,A,1,Single,1,158.71
1000102,P00010842,M,36-45,19,C,3,Single,8,99.41
1000102,P00334242,M,36-45,19,C,3,Single,1,38.29
1000102,P00337942,M,36-45,19,C,3,Single,5,71.08
1000102,P00274942,M,36-45,19,C,3,Single,8,41.02
1000102,P00229342,M,36-45,19,C,3,Single,5,20.28
1000102,P00274242,M,36-45,19,C,3,Single,1,83.10
1000102,P00084642,M,36-45,19,C,3,Single,13,9.29
1000103,P00071242,M,46-50,7,B,2,Married,1,158.27
1000103,P00050442,M,46-50,7,B,2,Married,1,152.33
1000103,P0097342,M,46-50,7,B,2,Married,1,154.18
1000103,P00165442,M,46-50,7,B,2,Married,1,158.01
1000105,P00269542,M,46-50,12,C,1,Married,11,60.73
1000105,P00045542,M,46-50,12,C,1,Married,5,69.75
1000105,P00139742,M,46-50,12,C,1,Married,8,40.39
1000105,P00332242,M,46-50,12,C,1,Married,1,114.76
1000106,P00205442,F,36-45,11,C,4+,Single,5,70.35
1000106,P00085542,F,36-45,11,C,4+,Single,5,86.45
1000106,P00112142,F,36-45,11,C,4+,Single,1,197.03
1000107,P00323742,M,46-50,18,C,4+,Single,8,97.53
1000107,P00183142,M,46-50,18,C,4+,Single,15,174.03
1000107,P00344242,M,46-50,18,C,4+,Single,8,39.21
1000107,P00298242,M,46-50,18,C,4+,Single,8,58.23
1000107,P00300942,M,46-50,18,C,4+,Single,16,121.63
1000107,P0097142,M,46-50,18,C,4+,Single,12,10.58
1000108,P00013942,M,26-35,12,C,3,Single,5,20.21
1000109,P00087042,M,46-50,15,C,1,Married,10,191.31
1000109,P00087342,M,46-50,15,C,1,Married,5,68.63
1000109,P00195642,M,46-50,15,C,1,Married,5,70.85
1000110,P00035842,M,26-35,2,B,4+,Single,5,69.23
1000111,P00036842,M,36-45,15,C,3,Single,1,153.51
1000111,P00013942,M,36-45,15,C,3,Single,5,51.49
1000112,P00289942,M,26-35,16,C,3,Married,3,135.75
1000113,P00351142,M,18-25,12,C,2,Single,1,196.97
1000113,P00147342,M,18-25,12,C,2,Single,15,127.90
1000114,P00350942,F,26-35,2,C,0,Single,3,109.30
1000114,P00176842,F,26-35,2,C,0,Single,12,17.35
1000116,P00275842,M,26-35,17,C,2,Married,2,161.71
1000116,P00192542,M,26-35,17,C,2,Married,1,157.26
1000117,P00351342,M,26-35,17,A,2,Married,1,83.37
1000117,P00184142,M,26-35,17,A,2,Married,8,97.56
1000117,P00317342,M,26-35,17,A,2,Married,8,81.40
1000117,P00217242,M,26-35,17,A,2,Married,1,120.09
1000117,P00014542,M,26-35,17,A,2,Married,8,59.59
1000117,P00021742,M,26-35,17,A,2,Married,5,86.49
1000117,P00358242,M,26-35,17,A,2,Married,8,20.18
1000117,P00335442,M,26-35,17,A,2,Married,1,78.80
1000117,P0098342,M,26-35,17,A,2,Married,1,194.46
1000117,P00079742,M,26-35,17,A,2,Married,1,83.00
1000117,P00143642,M,26-35,17,A,2,Married,1,118.93
1000117,P00251342,M,26-35,17,A,2,Married,5,54.15
1000117,P00232342,M,26-35,17,A,2,Married,11,29.67
1000117,P00179042,M,26-35,17,A,2,Married,11,45.43
1000117,P00180942,M,26-35,17,A,2,Married,11,14.74
1000117,P00265742,M,26-35,17,A,2,Married,5,54.17
1000118,P00194542,M,36-45,17,C,4+,Single,8,80.81
1000118,P00001742,M,36-45,17,C,4+,Single,8,97.12
1000118,P00127642,M,36-45,17,C,4+,Single,1,159.09
1000118,P00355142,M,36-45,17,C,4+,Single,1,156.51
1000118,P00144642,M,36-45,17,C,4+,Single,1,157.56
1000118,P00201342,M,36-45,17,C,4+,Single,1,80.12
1000118,P00251942,M,36-45,17,C,4+,Single,1,114.08
1000118,P00009342,M,36-45,17,C,4+,Single,1,154.92
1000118,P00345842,M,36-45,17,C,4+,Single,2,95.69
1000118,P00191442,M,36-45,17,C,4+,Single,1,156.87
1000118,P00223242,M,36-45,17,C,4+,Single,5,53.04
1000118,P00120342,M,36-45,17,C,4+,Single,5,69.23
1000119,P00330642,F,0-17,10,C,1,Single,5,52.77
1000119,P00238542,F,0-17,10,C,1,Single,5,70.88
1000119,P0094942,F,0-17,10,C,1,Single,4,21.22
1000119,P00068042,F,0-17,10,C,1,Single,3,55.97
1000119,P00227642,F,0-17,10,C,1,Single,1,158.37
1000120,P00005042,M,26-35,11,C,0,Single,6,161.28
1000121,P00102042,M,36-45,7,C,2,Single,5,36.27
1000121,P00059742,M,36-45,7,C,2,Single,1,194.98
1000122,P00142142,F,18-25,4,C,1,Single,1,45.30
1000123,P00248142,M,36-45,9,B,4+,Married,5,36.39
1000123,P00279342,M,36-45,9,B,4+,Married,5,53.14
1000123,P00267542,M,36-45,9,B,4+,Married,1,121.11
1000123,P00217742,M,36-45,9,B,4+,Married,5,36.31
1000123,P00113242,M,36-45,9,B,4+,Married,1,195.86
1000123,P00000642,M,36-45,9,B,4+,Married,1,189.71
1000123,P00163342,M,36-45,9,B,4+,Married,6,164.56
1000123,P00116842,M,36-45,9,B,4+,Married,2,130.09
1000123,P00036842,M,36-45,9,B,4+,Married,1,156.35
1000123,P00278042,M,36-45,9,B,4+,Married,1,151.81
1000123,P00348742,M,36-45,9,B,4+,Married,16,163.79
1000123,P00061142,M,36-45,9,B,4+,Married,8,61.87
1000123,P00015942,M,36-45,9,B,4+,Married,6,164.46
1000123,P00346542,M,36-45,9,B,4+,Married,10,146.50
1000123,P00188742,M,36-45,9,B,4+,Married,8,78.10
1000123,P00346942,M,36-45,9,B,4+,Married,1,81.43
1000123,P00212542,M,36-45,9,B,4+,Married,8,40.18
1000123,P00007042,M,36-45,9,B,4+,Married,1,119.71
1000123,P00240242,M,36-45,9,B,4+,Married,1,81.30
1000124,P00291042,M,55+,7,C,1,Married,8,79.04
1000125,P00244642,M,46-50,14,B,3,Married,11,44.97
1000125,P00090542,M,46-50,14,B,3,Married,16,164.98
1000125,P00274142,M,46-50,14,B,3,Married,1,192.34
1000125,P00266642,M,46-50,14,B,3,Married,1,152.53
1000125,P00182142,M,46-50,14,B,3,Married,1,190.64
1000125,P00270542,M,46-50,14,B,3,Married,1,116.47
1000126,P00087042,M,18-25,9,B,1,Single,10,232.33
1000126,P00121642,M,18-25,9,B,1,Single,5,36.38
1000127,P00145042,F,46-50,3,C,1,Married,1,196.81
1000127,P00086442,F,46-50,3,C,1,Married,8,58.86
1000127,P00361842,F,46-50,3,C,1,Married,15,173.20
1000127,P00057442,F,46-50,3,C,1,Married,5,53.32
1000127,P00078142,F,46-50,3,C,1,Married,8,78.90
1000128,P00245642,M,55+,6,A,1,Married,5,86.29
1000129,P00037542,M,26-35,11,C,2,Single,1,153.83
1000129,P00049842,M,26-35,11,C,2,Single,1,156.41
1000129,P00022942,M,26-35,11,C,2,Single,5,52.98
1000129,P00000642,M,26-35,11,C,2,Single,1,155.25
1000129,P00183442,M,26-35,11,C,2,Single,1,194.06
1000130,P00350442,M,36-45,17,B,3,Married,2,36.88
1000130,P00119542,M,36-45,17,B,3,Married,8,22.09
1000130,P00025442,M,36-45,17,B,3,Married,1,197.06
1000130,P00080342,M,36-45,17,B,3,Married,1,159.07
1000130,P00127642,M,36-45,17,B,3,Married,1,190.62
1000130,P00127242,M,36-45,17,B,3,Married,1,152.44
1000130,P00338542,M,36-45,17,B,3,Married,1,193.04
1000130,P00246142,M,36-45,17,B,3,Married,1,192.40
1000130,P00317642,M,36-45,17,B,3,Married,1,195.59
1000130,P00339542,M,36-45,17,B,3,Married,1,190.90
1000130,P00277442,M,36-45,17,B,3,Married,1,157.44
1000131,P00170642,M,18-25,4,C,4+,Single,5,68.86
1000131,P00115442,M,18-25,4,C,4+,Single,8,80.75
1000131,P00212742,M,18-25,4,C,4+,Single,5,88.01
1000131,P00209842,M,18-25,4,C,4+,Single,5,87.34
1000131,P00150742,M,18-25,4,C,4+,Single,8,59.36
1000131,P00154642,M,18-25,4,C,4+,Single,8,59.45
1000131,P00109342,M,18-25,4,C,4+,Single,5,54.18
1000131,P00162642,M,18-25,4,C,4+,Single,5,68.96
1000131,P00192542,M,18-25,4,C,4+,Single,1,77.34
1000131,P00017042,M,18-25,4,C,4+,Single,8,81.27
1000132,P00100842,M,26-35,17,C,1,Single,5,87.09
1000132,P00329442,M,26-35,17,C,1,Single,5,86.78
1000132,P00303842,M,26-35,17,C,1,Single,5,54.63
1000132,P00045842,M,26-35,17,C,1,Single,5,37.43
1000132,P00250242,M,26-35,17,C,1,Single,5,87.51
1000133,P00012542,F,26-35,0,C,1,Married,5,69.54
1000133,P00152442,F,26-35,0,C,1,Married,8,99.72
1000133,P00058442,F,26-35,0,C,1,Married,5,70.41
1000133,P00303842,F,26-35,0,C,1,Married,5,87.79
1000133,P00248342,F,26-35,0,C,1,Married,8,77.97
1000134,P00218642,M,26-35,0,C,3,Married,5,36.22
1000134,P00125942,M,26-35,0,C,3,Married,1,157.83
1000134,P00241542,M,26-35,0,C,3,Married,1,38.43
1000134,P00346442,M,26-35,0,C,3,Married,1,38.77
1000135,P00295942,M,18-25,4,C,1,Married,2,162.41
1000135,P00248942,M,18-25,4,C,1,Married,1,191.46
1000135,P00270142,M,18-25,4,C,1,Married,5,37.09
1000136,P0099042,M,18-25,2,B,3,Single,5,88.50
1000136,P00367142,M,18-25,2,B,3,Single,11,14.98
1000136,P00233342,M,18-25,2,B,3,Single,1,43.04
1000136,P00118842,M,18-25,2,B,3,Single,5,70.31
1000136,P00034842,M,18-25,2,B,3,Single,5,17.54
1000136,P00001142,M,18-25,2,B,3,Single,5,36.13
1000136,P00008842,M,18-25,2,B,3,Single,1,155.63
1000136,P00222142,M,18-25,2,B,3,Single,5,70.92
1000136,P00059442,M,18-25,2,B,3,Single,6,167.09
1000136,P00189842,M,18-25,2,B,3,Single,3,55.96
1000136,P00074142,M,18-25,2,B,3,Single,3,82.24
1000136,P00051942,M,18-25,2,B,3,Single,5,69.01
1000136,P00013742,M,18-25,2,B,3,Single,5,52.89
1000136,P00321742,M,18-25,2,B,3,Single,5,52.28
1000137,P00250842,F,46-50,6,C,4+,Married,8,81.26
1000137,P00198742,F,46-50,6,C,4+,Married,1,114.46
1000137,P00010742,F,46-50,6,C,4+,Married,1,153.34
1000137,P00303342,F,46-50,6,C,4+,Married,1,157.39
1000137,P00004242,F,46-50,6,C,4+,Married,1,118.09
1000137,P00173942,F,46-50,6,C,4+,Married,1,118.14
1000137,P00058442,F,46-50,6,C,4+,Married,5,69.38
1000137,P00124642,F,46-50,6,C,4+,Married,16,168.28
1000137,P00026042,F,46-50,6,C,4+,Married,8,80.66
1000138,P00113242,M,18-25,20,C,1,Married,1,193.91
1000138,P00081142,M,18-25,20,C,1,Married,6,121.46
1000138,P00135742,M,18-25,20,C,1,Married,6,199.77
1000139,P00329542,F,26-35,20,C,2,Single,1,77.73
1000139,P00249642,F,26-35,20,C,2,Single,3,83.14
1000139,P00020142,F,26-35,20,C,2,Single,7,210.02
1000139,P00274942,F,26-35,20,C,2,Single,8,97.46
1000139,P00110842,F,26-35,20,C,2,Single,1,152.39
1000139,P00121342,F,26-35,20,C,2,Single,1,157.95
1000139,P00121642,F,26-35,20,C,2,Single,5,87.78
1000139,P00159542,F,26-35,20,C,2,Single,10,235.95
1000139,P00115142,F,26-35,20,C,2,Single,1,191.17
1000139,P00044442,F,26-35,20,C,2,Single,1,156.88
1000139,P00227542,F,26-35,20,C,2,Single,13,9.28
1000139,P00127842,F,26-35,20,C,2,Single,1,153.11
1000139,P00241642,F,26-35,20,C,2,Single,1,196.21
1000139,P00226742,F,26-35,20,C,2,Single,11,15.58
1000140,P00062842,F,36-45,1,B,3,Single,1,38.43
1000140,P00084642,F,36-45,1,B,3,Single,13,7.70
1000142,P00192042,M,26-35,7,A,2,Single,5,52.67
1000142,P00002542,M,26-35,7,A,2,Single,8,40.72
1000142,P00028842,M,26-35,7,A,2,Single,6,202.14
1000142,P00184942,M,26-35,7,A,2,Single,1,120.25
1000142,P00025442,M,26-35,7,A,2,Single,1,152.12
1000143,P00250242,M,18-25,3,C,0,Single,5,71.70
1000143,P00184942,M,18-25,3,C,0,Single,1,196.62
1000143,P00284642,M,18-25,3,C,0,Single,5,69.51
1000145,P00250342,M,18-25,4,C,4+,Single,16,167.72
1000145,P00317842,M,18-25,4,C,4+,Single,8,59.53
1000145,P00214142,M,18-25,4,C,4+,Single,8,97.56
1000145,P00248342,M,18-25,4,C,4+,Single,8,21.59
1000146,P00248942,F,36-45,20,B,3,Married,1,156.59
1000146,P00188542,F,36-45,20,B,3,Married,5,52.47
1000146,P00081142,F,36-45,20,B,3,Married,6,160.04
1000146,P00088242,F,36-45,20,B,3,Married,6,120.53
1000146,P00223842,F,36-45,20,B,3,Married,2,34.89
1000146,P00121042,F,36-45,20,B,3,Married,15,166.16
1000146,P00027142,F,36-45,20,B,3,Married,8,79.68
1000146,P00114142,F,36-45,20,B,3,Married,8,99.32
1000146,P00116742,F,36-45,20,B,3,Married,11,29.44
1000146,P00289642,F,36-45,20,B,3,Married,8,80.57
1000146,P00118442,F,36-45,20,B,3,Married,1,153.47
1000146,P00227742,F,36-45,20,B,3,Married,5,71.10
1000146,P00127542,F,36-45,20,B,3,Married,1,38.36
1000146,P00010842,F,36-45,20,B,3,Married,8,98.85
1000146,P00323942,F,36-45,20,B,3,Married,8,98.32
1000146,P00101142,F,36-45,20,B,3,Married,8,78.92
1000146,P00203142,F,36-45,20,B,3,Married,16,168.13
1000146,P00112342,F,36-45,20,B,3,Married,13,9.59
1000146,P00129642,F,36-45,20,B,3,Married,5,53.81
1000146,P00178642,F,36-45,20,B,3,Married,5,70.55
1000146,P00288442,F,36-45,20,B,3,Married,5,68.66
1000146,P00274042,F,36-45,20,B,3,Married,1,191.77
1000146,P00091842,F,36-45,20,B,3,Married,8,78.05
1000146,P00320442,F,36-45,20,B,3,Married,6,86.67
1000147,P00184942,M,18-25,4,B,4+,Single,1,194.74
1000147,P00016042,M,18-25,4,B,4+,Single,1,119.16
1000147,P00214242,M,18-25,4,B,4+,Single,1,75.89
1000147,P00110742,M,18-25,4,B,4+,Single,1,153.08
1000147,P00008542,M,18-25,4,B,4+,Single,2,96.14
1000147,P00352142,M,18-25,4,B,4+,Single,1,153.87
1000147,P00150942,M,18-25,4,B,4+,Single,6,205.85
1000148,P00184942,M,51-55,17,B,3,Married,1,190.31
1000148,P00118442,M,51-55,17,B,3,Married,1,156.71
1000148,P00317442,M,51-55,17,B,3,Married,1,152.89
1000148,P00063342,M,51-55,17,B,3,Married,1,121.01
1000148,P00042142,M,51-55,17,B,3,Married,1,153.83
1000148,P00047242,M,51-55,17,B,3,Married,1,196.08
1000148,P00114542,M,51-55,17,B,3,Married,5,18.27
1000148,P00156742,M,51-55,17,B,3,Married,5,17.87
1000148,P00119242,M,51-55,17,B,3,Married,18,23.18
1000148,P00190742,M,51-55,17,B,3,Married,3,82.87
1000148,P00199442,M,51-55,17,B,3,Married,5,88.12
1000148,P00193042,M,51-55,17,B,3,Married,5,71.14
1000148,P00327842,M,51-55,17,B,3,Married,8,77.99
1000148,P00005042,M,51-55,17,B,3,Married,6,86.57
1000148,P00057242,M,51-55,17,B,3,Married,5,53.75
1000148,P00074442,M,51-55,17,B,3,Married,1,117.15
1000148,P00214342,M,51-55,17,B,3,Married,5,70.21
1000148,P00036542,M,51-55,17,B,3,Married,4,21.41
1000148,P00181842,M,51-55,17,B,3,Married,11,60.53
1000148,P00304742,M,51-55,17,B,3,Married,8,59.55
1000149,P00109242,M,26-35,1,B,2,Married,6,159.69
1000149,P00289342,M,26-35,1,B,2,Married,5,52.67
1000149,P00213742,M,26-35,1,B,2,Married,8,61.51
1000149,P00293242,M,26-35,1,B,2,Married,8,60.18
1000149,P00163842,M,26-35,1,B,2,Married,8,61.40
1000149,P00046142,M,26-35,1,B,2,Married,1,190.91
1000149,P00028242,M,26-35,1,B,2,Married,6,205.38
1000149,P00028542,M,26-35,1,B,2,Married,6,161.37
1000149,P00051442,M,26-35,1,B,2,Married,8,100.24
1000149,P00100842,M,26-35,1,B,2,Married,5,70.47
1000149,P00184442,M,26-35,1,B,2,Married,1,155.71
1000149,P00345842,M,26-35,1,B,2,Married,2,162.35
1000149,P00323942,M,26-35,1,B,2,Married,8,99.93
1000149,P00137542,M,26-35,1,B,2,Married,1,151.61
1000149,P00030842,M,26-35,1,B,2,Married,1,78.35
1000149,P00150342,M,26-35,1,B,2,Married,8,61.88
1000149,P00369742,M,26-35,1,B,2,Married,5,87.52
1000149,P00069042,M,26-35,1,B,2,Married,3,107.15
1000149,P00277942,M,26-35,1,B,2,Married,1,152.10
1000149,P00283942,M,26-35,1,B,2,Married,5,69.98
1000149,P00207042,M,26-35,1,B,2,Married,5,70.64
1000149,P00350342,M,26-35,1,B,2,Married,1,151.65
1000150,P00294542,M,36-45,7,B,0,Married,8,58.65
1000150,P00174442,M,36-45,7,B,0,Married,5,86.97
1000150,P00033642,M,36-45,7,B,0,Married,5,87.98
1000150,P00025442,M,36-45,7,B,0,Married,1,152.55
1000150,P00120042,M,36-45,7,B,0,Married,1,156.97
1000150,P00086042,M,36-45,7,B,0,Married,8,80.09
1000150,P00198142,M,36-45,7,B,0,Married,2,132.72
1000150,P00057742,M,36-45,7,B,0,Married,2,160.61
1000150,P00101942,M,36-45,7,B,0,Married,8,79.95
1000150,P00113342,M,36-45,7,B,0,Married,1,155.90
1000151,P00112142,F,26-35,20,A,1,Married,1,120.63
1000151,P00062842,F,26-35,20,A,1,Married,1,116.53
1000151,P00052642,F,26-35,20,A,1,Married,5,70.11
1000151,P00021642,F,26-35,20,A,1,Married,8,60.89
1000151,P00007342,F,26-35,20,A,1,Married,8,58.44
1000151,P00154742,F,26-35,20,A,1,Married,8,81.24
1000151,P00016342,F,26-35,20,A,1,Married,1,119.77
1000151,P00141842,F,26-35,20,A,1,Married,5,71.79
1000151,P00197442,F,26-35,20,A,1,Married,8,19.90
1000151,P00048642,F,26-35,20,A,1,Married,5,54.71
1000151,P00000642,F,26-35,20,A,1,Married,1,156.78
1000151,P00358742,F,26-35,20,A,1,Married,5,68.94
1000151,P00370342,F,26-35,20,A,1,Married,8,79.64
1000151,P00138542,F,26-35,20,A,1,Married,5,87.07
1000151,P00031442,F,26-35,20,A,1,Married,5,85.75
1000151,P00128242,F,26-35,20,A,1,Married,5,70.35
1000151,P00221342,F,26-35,20,A,1,Married,1,114.93
1000151,P00211142,F,26-35,20,A,1,Married,5,51.80
1000151,P00152742,F,26-35,20,A,1,Married,5,70.09
1000151,P00211042,F,26-35,20,A,1,Married,5,52.05
1000151,P00245642,F,26-35,20,A,1,Married,5,71.75
1000151,P00148342,F,26-35,20,A,1,Married,5,71.59
1000151,P00085242,F,26-35,20,A,1,Married,8,61.29
1000151,P00134342,F,26-35,20,A,1,Married,5,70.87
1000152,P00159942,M,18-25,4,A,3,Single,5,87.44
1000153,P00031642,M,0-17,10,C,0,Single,5,85.88
1000153,P00059442,M,0-17,10,C,0,Single,6,206.79
1000153,P00340642,M,0-17,10,C,0,Single,5,88.17
1000154,P00214242,M,51-55,20,A,4+,Married,1,78.21
1000154,P00105142,M,51-55,20,A,4+,Married,1,81.44
1000154,P00262242,M,51-55,20,A,4+,Married,1,152.57
1000154,P00307342,M,51-55,20,A,4+,Married,8,61.39
1000155,P00205642,M,36-45,12,C,4+,Married,5,69.67
1000155,P00295942,M,36-45,12,C,4+,Married,2,68.07
1000155,P00053942,M,36-45,12,C,4+,Married,1,79.44
1000155,P00248142,M,36-45,12,C,4+,Married,5,54.15
1000155,P00022542,M,36-45,12,C,4+,Married,5,19.16
1000155,P00323842,M,36-45,12,C,4+,Married,2,162.08
1000155,P00252442,M,36-45,12,C,4+,Married,8,97.95
1000156,P00304842,F,46-50,7,C,4+,Married,8,98.72
1000156,P00002542,F,46-50,7,C,4+,Married,8,60.10
1000156,P00240142,F,46-50,7,C,4+,Married,5,71.41
1000157,P00140042,M,36-45,16,A,1,Single,1,155.44
1000157,P00028442,M,36-45,16,A,1,Single,1,77.62
1000157,P00289042,M,36-45,16,A,1,Single,8,79.48
1000157,P00141442,M,36-45,16,A,1,Single,8,61.23
1000157,P00345742,M,36-45,16,A,1,Single,1,114.75
1000157,P00065342,M,36-45,16,A,1,Single,2,63.68
1000157,P00298142,M,36-45,16,A,1,Single,5,69.62
1000157,P00177942,M,36-45,16,A,1,Single,5,35.22
1000157,P00223242,M,36-45,16,A,1,Single,5,51.85
1000157,P00105942,M,36-45,16,A,1,Single,5,54.74
1000157,P00111542,M,36-45,16,A,1,Single,2,129.20
1000158,P00347242,M,55+,7,C,2,Married,8,97.03
1000158,P00111542,M,55+,7,C,2,Married,2,133.24
1000159,P00277642,F,46-50,0,A,1,Married,2,128.28
1000160,P00198042,M,36-45,7,C,3,Single,11,46.81
1000160,P00327842,M,36-45,7,C,3,Single,8,58.81
1000161,P00086042,M,46-50,16,C,4+,Married,8,81.08
1000161,P00111542,M,46-50,16,C,4+,Married,2,161.22
1000161,P00024042,M,46-50,16,C,4+,Married,7,209.15
1000161,P00313342,M,46-50,16,C,4+,Married,5,86.89
1000161,P00064942,M,46-50,16,C,4+,Married,8,100.62
1000161,P00112442,M,46-50,16,C,4+,Married,6,162.72
1000161,P00205442,M,46-50,16,C,4+,Married,5,68.75
1000161,P00312942,M,46-50,16,C,4+,Married,8,98.21
1000161,P00289942,M,46-50,16,C,4+,Married,3,137.17
1000161,P00304442,M,46-50,16,C,4+,Married,1,153.78
1000161,P00125742,M,46-50,16,C,4+,Married,8,100.40
1000161,P00285742,M,46-50,16,C,4+,Married,8,80.65
1000162,P00004842,F,18-25,4,C,4+,Single,3,57.11
1000162,P00249142,F,18-25,4,C,4+,Single,5,70.59
1000162,P00338442,F,18-25,4,C,4+,Single,1,118.08
1000162,P00351142,F,18-25,4,C,4+,Single,1,190.91
1000162,P00010242,F,18-25,4,C,4+,Single,5,88.44
1000163,P00014742,M,18-25,4,A,1,Single,11,15.34
1000163,P00079442,M,18-25,4,A,1,Single,8,39.23
1000163,P00283942,M,18-25,4,A,1,Single,5,35.06
1000163,P00208942,M,18-25,4,A,1,Single,6,40.00
1000163,P00028242,M,18-25,4,A,1,Single,6,45.97
